LAMMPS data file via write_data, version 2 Aug 2023, timestep = 100007, units = lj

1800 atoms
2 atom types
900 bonds
1 bond types

-5.5 5.5 xlo xhi
-5.5 5.5 ylo yhi
-5.5 5.5 zlo zhi

Masses

1 17.6
2 0.4

Pair Coeffs # lj/cut/coul/long/gpu

1 1 1
2 0 0

Bond Coeffs # harmonic

1 500 0

Atoms # full

1645 0 2 -1.7354 -2.789234882470718 -4.745039593134502 -4.880656620688051 2 0 2
48 0 1 1.7354 -2.735022446554889 -4.846913774857522 -4.644352406089501 2 0 2
206 0 1 1.7354 -1.3696946523428426 -4.081430117192707 -2.5876355441996397 1 -1 0
1088 0 2 -1.7354 -1.2099411045155983 -3.8224594930601645 -2.613501923373744 1 -1 0
1242 0 2 -1.7354 -2.997889708628251 -4.821777314972458 -4.142680126488616 0 1 2
468 0 1 1.7354 -1.2913596398318548 -3.986713198503781 -4.989530656701899 2 1 0
1322 0 2 -1.7354 -4.690968079501068 -1.7538886880659674 -4.2914459033990155 0 2 -2
213 0 1 1.7354 -0.9834765757071872 -5.096027673486192 -0.8312942797194215 -1 2 1
1712 0 2 -1.7354 -0.7936862588799418 -4.593269717249676 -0.725935215699772 -1 2 1
1423 0 2 -1.7354 -0.5861791132114266 -2.572634052385378 -4.104789024429118 0 -1 -1
1788 0 2 -1.7354 -2.078822195322565 -2.7784282119603922 -2.5526693049836884 1 1 2
475 0 1 1.7354 -2.142176212277753 -2.5169946263137555 -2.4018029012739075 1 1 2
1456 0 2 -1.7354 -1.7603889068657053 -5.083816643460371 -3.1356890107004523 0 1 3
1725 0 2 -1.7354 -3.8194470443050488 -0.7642429432893497 -3.061381614766496 0 1 1
141 0 1 1.7354 -1.767274339700751 -5.01562113433763 -2.790704334122292 0 1 3
61 0 1 1.7354 -4.982615391911558 -1.672220036726589 -4.102598823332564 0 2 -2
1675 0 2 -1.7354 -0.8858588583938756 -2.943617273351229 -1.7103483230936203 -1 2 0
1075 0 2 -1.7354 -2.2150057976605417 -2.7014281951722388 -4.793570268397583 0 0 1
972 0 2 -1.7354 -1.4353878125185588 -3.928070858543437 -5.245165304462398 2 1 0
1635 0 2 -1.7354 -1.166276303487613 -4.246040557924032 -3.0978520473523914 2 2 0
1275 0 2 -1.7354 -2.7708837464083644 -0.5752427825566824 -1.400458336127782 0 1 1
259 0 1 1.7354 -2.8252459897313216 -0.9319352600960483 -1.5565951320162528 0 1 1
1638 0 2 -1.7354 -4.387108965203458 -5.4541826173585335 -2.5367148248150895 1 2 2
1141 0 2 -1.7354 -3.6500625181559965 -2.5335378289598 -3.1389615069235166 1 2 0
144 0 1 1.7354 -3.5510957982830176 -2.9715512207199155 -3.120436192984288 1 2 0
1261 0 2 -1.7354 -2.4742213181100112 -5.302547588875046 -3.5605641292101704 0 2 0
1469 0 2 -1.7354 -1.189208425449488 -2.5107988686635996 -0.6656651194168771 2 1 2
875 0 1 1.7354 -1.1899620502996335 -2.5546199966094036 -0.8963612978993002 2 1 2
440 0 1 1.7354 -4.76885665248227 -4.462487633986568 -1.1241040928101018 1 -1 1
1198 0 2 -1.7354 -4.799589424408682 -4.778840953276081 -1.0622017089302767 1 -1 1
479 0 1 1.7354 -3.9237117729082813 -3.7866152500594863 -1.1501010231375124 0 2 0
589 0 1 1.7354 -5.045899839452437 -5.4593511418860174 -1.5401234244018667 0 0 1
1080 0 2 -1.7354 -5.307130232906446 -4.987882530528746 -1.5366713592629129 0 0 1
190 0 1 1.7354 -3.0538516482663542 -1.6694298706605317 -2.3522699244587053 -2 0 0
1572 0 2 -1.7354 -3.554307862040648 -0.6980970555771144 -0.6100551483396807 0 0 -1
726 0 1 1.7354 -3.440498032440218 -0.6187088688494835 -0.7472961857900032 0 0 -1
279 0 1 1.7354 -2.0151906652252856 -1.8403090186452125 -1.645425031126614 -1 1 2
744 0 1 1.7354 -0.5370077933543616 -2.4384724534086293 -4.58550618171559 0 -1 -1
991 0 2 -1.7354 -3.3359751175063694 -1.6221388966864403 -2.699209986172543 -2 0 0
1282 0 2 -1.7354 -2.031071771500668 -2.007847432283603 -1.861702412220135 -1 1 2
896 0 1 1.7354 -3.89061593166906 -3.6695984454686266 -2.9872847309278328 0 -1 1
521 0 1 1.7354 -2.8727837636768285 -2.299689745790344 -1.8885596370814028 0 -1 -1
1464 0 2 -1.7354 -2.9790554756625474 -2.184842120933595 -2.465992155535283 0 -1 -1
84 0 1 1.7354 -0.5232121760513628 -1.121807774854546 -2.8682693948583307 0 0 0
1033 0 2 -1.7354 -2.670291490075513 -5.091874508637174 -3.396640999490353 2 1 0
154 0 1 1.7354 -2.6016362203546173 -4.928145869604692 -3.4315901936544937 2 1 0
1681 0 2 -1.7354 -1.530643907744997 -2.669588878201382 -3.8755967686160706 0 -2 2
486 0 1 1.7354 -1.729656946352182 -2.7156212339132035 -3.697689025577195 0 -2 2
550 0 1 1.7354 -4.449407810079939 -4.765644238392228 -5.458198976566832 0 1 1
444 0 1 1.7354 -2.229066439786627 -2.8149761006637304 -4.705976753667172 0 0 1
1129 0 2 -1.7354 -3.5754888399937674 -1.4407217157789955 -2.9770662276298947 1 1 0
859 0 1 1.7354 -3.349187368566943 -1.563104121494005 -3.1897391276745837 1 1 0
506 0 1 1.7354 -4.091970555405742 -3.060749211983508 -1.730561046620094 2 1 0
199 0 1 1.7354 -5.182967586477941 -2.442250098521 -3.284743901520767 -1 0 0
1210 0 2 -1.7354 -5.15123723555125 -2.200008028259761 -3.4349655798497936 -1 0 0
1733 0 2 -1.7354 -4.166425756980516 -3.2139482134860367 -2.8621330881701685 0 -1 1
1498 0 2 -1.7354 -3.734476006836229 -1.2822096223495438 -1.9258975692081268 0 -1 1
1220 0 2 -1.7354 -4.664598380508507 -4.554479565866634 -3.3010469581705357 0 1 2
1039 0 2 -1.7354 -1.35673740612961 -5.185367115497139 -4.336876467515619 0 1 1
626 0 1 1.7354 -2.2190240083623958 -4.311884536671308 -0.6150858091107178 -1 -1 -1
769 0 1 1.7354 -5.259324976259441 -3.1130989601321963 -1.6515940464732133 0 -1 1
1513 0 2 -1.7354 -5.120997728713505 -3.054432583284374 -1.556441631427472 0 -1 1
1310 0 2 -1.7354 -1.0961831318868258 -2.23571515099867 -2.7781219894339357 2 -3 2
54 0 1 1.7354 -1.1233379713274467 -2.1332487104295637 -2.492841420842646 2 -3 2
654 0 1 1.7354 -1.7255215101219783 -3.552602070111144 -1.1435149051284512 0 0 -2
546 0 1 1.7354 -1.0113301434252984 -5.439477477554819 -4.104830357231224 0 1 1
1419 0 2 -1.7354 -1.7928873235557894 -3.642247270257722 -1.0762027945272397 0 0 -2
706 0 1 1.7354 -2.4197551548655 -3.6886639578747 -2.4388175474041818 -1 2 1
1126 0 2 -1.7354 -2.3227572993555423 -3.4755503813188224 -2.6010153625167964 -1 2 1
452 0 1 1.7354 -4.511982015145786 -0.49719252103605505 -1.7449611941086625 1 0 -1
722 0 1 1.7354 -3.172062602396144 -3.9749195429573656 -2.870160020893335 -2 1 2
1728 0 2 -1.7354 -3.1896173080747428 -3.767911259126649 -2.835498130931865 -2 1 2
523 0 1 1.7354 -3.28403540048532 -5.47377322111166 -4.319097435373767 0 1 2
1329 0 2 -1.7354 -4.283367328172812 -4.855670978958361 -0.8766814204627112 0 0 0
239 0 1 1.7354 -4.077609075336685 -4.629400929626408 -0.6967962580974824 0 0 0
1794 0 2 -1.7354 -2.1661766726099914 -3.902454669528934 -3.0759929333746574 1 2 1
308 0 1 1.7354 -2.129845926515862 -3.968027547545842 -3.177104695768573 1 2 1
674 0 1 1.7354 -2.8230738501030888 -3.3025775739143524 -1.0739638597466126 0 0 -1
1325 0 2 -1.7354 -2.5973677366883963 -3.1969717830802806 -1.3486161698250665 0 0 -1
1338 0 2 -1.7354 -4.487900193383909 -4.85192889669648 -2.594508606404715 2 0 1
748 0 1 1.7354 -0.8499494282620108 -0.49864761150572456 -5.126076958225682 0 1 2
1007 0 2 -1.7354 -0.69699343385944 -0.7252245413039623 -5.366354168772437 0 1 2
1252 0 2 -1.7354 -4.117125516298924 -3.336286154652149 -1.2338597402016924 2 1 0
1793 0 2 -1.7354 -3.151220419898031 -3.770757589763023 -3.9193207423093464 0 1 1
1176 0 2 -1.7354 -4.751747173774519 -3.075162353497477 -5.280714983035033 -1 0 2
216 0 1 1.7354 -2.985963685490618 -3.976040212059643 -3.9254620895007317 0 1 1
4 0 1 1.7354 -3.668260344956684 -1.4270338231123612 -1.8636206849129855 0 -1 1
832 0 1 1.7354 -2.424737448279881 -5.09494090246737 -1.0952840785810964 -2 1 0
1411 0 2 -1.7354 -2.6655862380262905 -4.9839433226051275 -1.2737582789955513 -2 1 0
