LAMMPS data file via write_data, version 2 Aug 2023, timestep = 1000007, units = lj

1800 atoms
2 atom types
900 bonds
1 bond types

-5.5 5.5 xlo xhi
-5.5 5.5 ylo yhi
-5.5 5.5 zlo zhi

Masses

1 17.6 # DC
2 0.4 # DP

Pair Coeffs # lj/cut/coul/long/gpu

1 1 1
2 0 0

Bond Coeffs # harmonic

1 500 0

Atoms # full

1413 0 2 -1.7354 -1.2245926342698594 -5.418604504889042 -3.294420161265194 3 -2 6
325 0 1 1.7354 -1.022627661505646 -5.346664892264517 -3.0385268295500114 3 -2 6
1651 0 2 -1.7354 -4.147054470771697 -4.062372551834203 -1.9074585173445564 -2 3 -2
572 0 1 1.7354 -4.244332710521915 -4.475776666892653 -1.8413553743448297 -2 3 -2
431 0 1 1.7354 -5.023464219601412 -4.12698925170241 -3.3589902588596567 2 0 -4
1197 0 2 -1.7354 -5.018777372419977 -4.222860062195924 -3.2682550375402517 2 0 -4
1653 0 2 -1.7354 -4.914213208786432 -2.582774245323169 -0.9813498199624866 7 1 2
825 0 1 1.7354 -4.982794090083003 -2.660104215424538 -0.9053869499763877 7 1 2
116 0 1 1.7354 -0.5774444542022857 -3.236562389732785 -3.3494750372178634 -6 1 -8
469 0 1 1.7354 -4.378492558426869 -3.9785526938472233 -1.1989397572186395 -3 -1 -4
511 0 1 1.7354 -5.0919095105919725 -1.6628168462724082 -3.584961669895497 -1 -2 0
1471 0 2 -1.7354 -4.962734286358856 -1.8277163210444856 -3.7062593413418243 -1 -2 0
1563 0 2 -1.7354 -1.035683786585531 -4.399801234488803 -3.883594320377427 5 7 -2
1257 0 2 -1.7354 -2.204040013774496 -3.092655228388393 -2.0712654089560676 3 -2 3
393 0 1 1.7354 -2.0801278743929834 -3.0454763666036726 -2.0805200415020604 3 -2 3
482 0 1 1.7354 -1.3282370882378078 -4.879003872621886 -3.997979285277841 5 7 -2
144 0 1 1.7354 -4.129135541202643 -1.4080206635711543 -1.9091621914579429 2 3 -3
1141 0 2 -1.7354 -3.648536794758137 -1.007558123084717 -2.0915206436712617 2 3 -3
